1
2
seisPuntos
quincePuntos
32
4	4	3	4	A
1	1	2	1	M
2	4	3	4	A
2	1	2	2	M
1	4	2	4	A
2	2	1	2	M
0	4	1	4	A
1	2	1	1	M
1	1	1	0	M
4	3	4	4	A
1	0	2	0	M
2	3	3	3	A
2	0	2	1	M
2	3	1	3	M
3	3	3	4	A
2	3	2	2	M
3	2	3	3	A
4	2	3	2	M
4	2	4	3	A
1	4	1	3	M
0	3	0	4	A
1	1	0	1	M
0	0	0	1	A
1	2	0	2	M
0	0	1	0	A
0	1	0	2	A
0	2	0	3	A
2	2	3	2	M
1	3	0	3	M
1	3	1	2	M
3	3	4	3	M
2	3	2	4	M
